184354949,96014805.8333333
71516764.4901774,67294789.2628346
72203293.9650416,66319427.3310811
72198920.3346189,65372972.868486
72188727.3379525,64455166.6948094
72173554.6884997,63565377.1761731
72154100.4629422,62702854.6017738
72130946.2897942,61866825.5438759
72104579.1302434,61056517.7836067
72075409.041923,60271177.3885407
72043783.2175445,59510062.972499
72009997.2459979,58772459.3133903
71974303.9021062,58057678.4373016
72511099.7928191,57365049.5925867
72512671.4665542,56693916.8824355
72507790.8097297,56043643.0843488
72497439.6904696,55421236.0765606
72482416.818314,54818346.3526044
72463376.8053944,54234328.0738682
72440864.4692858,53668563.7936849
72415334.980539,53120449.0984394
72387171.2615488,52589409.2765373
72356697.3934697,52074892.821399
72324189.2121769,51576363.779762
72289882.6123805,51093312.9768519
72750749.8407805,50625243.2809161
72749090.4333562,50171677.841705
72741754.8684481,49738536.6962912
72729589.682441,49319373.4043877
72713285.0922151,48913700.4796286
72693411.6039359,48521058.6164411
72670443.5847206,48140996.610705
72644778.4869093,47773094.0736398
72616751.397847,47416942.2243101
72586646.615347,47072136.4766731
72554706.6128007,46738175.8299333
72521137.5321419,46414703.3150743
72929323.6291727,46101366.6602816
72925328.8319172,45797837.9909774
72916244.4984954,45509313.64343
72902815.5495232,45230316.0204201
72885651.4817026,44960495.4060323
72865257.5642976,44699529.6198064
72842055.0273788,44447101.6650927
72816397.6035997,44202915.7634643
72788584.1680598,43966689.6183605
72758868.7207876,43738042.3834805
72727467.0705023,43516716.3761819
72694565.0886839,43302447.4923881
73065101.0571089,43094993.3056272
73059520.0938835,42894124.5172768
73049273.7238896,42704539.1235138
73035034.3149631,42521407.3558156
73017353.5851325,42344479.661347
72996689.7822757,42173519.436159
72973425.7734639,42008300.948433
72947883.5954145,41848616.6247666
72920335.7407342,41694263.7578789
72891014.117749,41544959.0277123
72860116.0798279,41400520.1582123
72827811.7126675,41260759.8846121
73170532.7667617,41125510.4028174
73163840.0314543,40994613.1592512
73152795.2417015,40872405.3395635
73138017.6938727,40754524.1309963
73120016.6602039,40640788.5080392
73099215.7974359,40531023.4277946
73075969.6388777,40425069.5392141
73050576.7453103,40322776.1783562
73023290.0867279,40224004.3850868
72994325.1125583,40128526.0162151
72963865.5297099,40036216.4001317
72932069.6052842,39946940.4669144
73253701.7860627,39860584.7950762
73246197.0518164,39777038.2679501
73234577.7257524,39700366.9924743
73219423.1881456,39626559.6033487
73201210.6365967,39555476.4142018
73180337.6394537,39486986.8872363
73157137.273032,39420975.960382
73131890.3107148,39357336.8325104
73104834.8594794,39295963.2364671
73076173.9381237,39236681.4054
73046080.7014269,39179398.7717529
73014704.4825886,39124019.6939151
73320040.100969,39070463.5462946
73311922.0836977,39018654.9732066
73299873.023618,38972451.5166397
73284441.6253097,38928102.6325821
73266080.4031729,38885501.9476912
73245166.7640374,38844553.6467674
73222017.1792546,38805171.1973641
73196898.6914851,38767275.1666238
73170037.9243369,38730790.0636494
73141628.1907683,38695573.1975912
73111834.52649,38661559.2213814
73080799.2740781,38628678.4567697
73373364.654482,38596874.07052
73364771.6829963,38566090.5958455
73352391.6497114,38540026.5595655
73336749.2642902,38515129.8700563
73318277.7476423,38491316.3935014
73297338.7320099,38468510.490984
73274235.7104323,38446647.1544451
73249224.9292001,38425667.6131817
73222523.9762926,38405515.8324935
73194318.5548271,38386070.8465197
73164767.3123183,38367286.0449343
73134007.0936511,38349108.9642844
73416461.8284745,38331500.0077901
73407494.629172,38314420.7250724
73394854.479744,38301439.3265533
73379047.1691571,38289155.4862696
73360490.6731405,38277501.0828019
73339534.1276829,38266416.695304
73316470.7190739,38255853.3967608
73291548.1236639,38245763.873095
73264976.7896735,38236106.5474785
